,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor
YDR515W,2.37E-05,1.48E-05,1.44E-05,1.51E-05,1.35E-05,1.74E-05,1.41E-05,1.64E-05
YEL063C,2.55E-05,1.80E-05,3.82E-05,3.19E-05,3.93E-05,3.76E-05,4.14E-05,3.50E-05
YER001W,2.40E-05,5.17E-05,5.40E-05,6.17E-05,5.94E-05,6.94E-05,4.22E-05,4.68E-05
YER002W,2.89E-05,3.36E-05,2.95E-05,3.26E-05,2.93E-05,3.05E-05,2.80E-05,2.51E-05
YER008C,4.22E-05,5.22E-05,3.30E-05,2.42E-05,1.52E-05,1.99E-05,#N/A,#N/A
YER056C,5.20E-05,5.54E-05,0.000106417,8.39E-05,0.000113511,0.000133861,0.000129306,0.000136633
YER083C,#N/A,#N/A,5.40E-05,5.17E-05,4.28E-05,4.83E-05,3.60E-05,3.91E-05
YER087C-B,#N/A,#N/A,3.13E-05,2.76E-05,2.83E-05,2.96E-05,3.16E-05,3.40E-05
YER172C,3.33E-05,5.58E-05,4.00E-05,3.17E-05,1.25E-05,2.10E-05,#N/A,#N/A
YER174C,1.18E-05,8.21E-06,1.06E-05,1.01E-05,1.04E-05,5.38E-06,#N/A,#N/A
YFL007W,3.37E-05,4.09E-05,2.93E-05,2.92E-05,2.27E-05,2.32E-05,#N/A,#N/A
YFL008W,3.79E-05,4.77E-05,2.41E-05,3.95E-05,#N/A,#N/A,5.50E-06,1.07E-05
YFL044C,4.46E-05,4.87E-05,3.89E-05,3.36E-05,#N/A,#N/A,3.22E-05,3.00E-05
YGL013C,3.52E-05,4.08E-05,2.71E-05,2.67E-05,1.75E-05,1.26E-05,#N/A,#N/A
YGL016W,2.65E-05,3.80E-05,2.71E-05,2.99E-05,2.17E-05,2.39E-05,#N/A,#N/A
YGL068W,6.82E-05,4.58E-05,4.38E-05,7.04E-05,7.53E-05,6.06E-05,6.71E-05,7.23E-05
YGL070C,3.88E-05,4.52E-05,4.87E-05,3.82E-05,#N/A,#N/A,3.58E-05,3.85E-05
YGL077C,2.72E-05,2.57E-05,3.20E-05,4.09E-05,4.23E-05,4.64E-05,3.08E-05,3.56E-05
YGL101W,5.31E-05,5.60E-05,5.98E-05,7.58E-05,2.70E-05,3.64E-05,#N/A,#N/A
YGL107C,2.73E-05,3.07E-05,1.88E-05,2.17E-05,1.08E-05,1.88E-05,#N/A,#N/A
YGL130W,5.58E-05,5.35E-05,4.66E-05,4.94E-05,3.47E-05,3.39E-05,#N/A,#N/A
YGL196W,2.59E-05,2.37E-05,2.15E-05,2.05E-05,#N/A,#N/A,1.09E-05,1.18E-05
YGL232W,4.28E-05,4.28E-05,3.69E-05,3.25E-05,2.61E-05,2.26E-05,#N/A,#N/A
YGL241W,4.21E-05,3.83E-05,3.34E-05,2.76E-05,2.05E-05,2.01E-05,#N/A,#N/A
YGR029W,1.97E-05,2.54E-05,2.19E-05,2.48E-05,#N/A,#N/A,1.09E-05,1.28E-05
YGR038W,2.12E-05,1.90E-05,2.01E-05,2.22E-05,1.87E-05,1.76E-05,#N/A,#N/A
YGR074W,1.84E-05,1.78E-05,1.55E-05,1.47E-05,1.33E-05,1.40E-05,#N/A,#N/A
YGR095C,3.33E-05,3.66E-05,#N/A,#N/A,2.55E-05,2.83E-05,1.40E-05,1.48E-05
YGR130C,1.57E-05,1.93E-05,1.57E-05,1.56E-05,1.90E-05,1.98E-05,2.00E-05,1.99E-05
YGR191W,2.30E-05,1.99E-05,3.44E-05,3.54E-05,3.42E-05,3.64E-05,3.98E-05,3.94E-05
YGR202C,4.09E-05,3.42E-05,3.89E-05,3.74E-05,#N/A,#N/A,2.29E-05,3.02E-05
YGR229C,2.74E-05,4.15E-05,4.22E-05,4.14E-05,4.84E-05,4.96E-05,4.36E-05,4.54E-05
YGR271W,5.66E-05,7.92E-05,4.55E-05,4.65E-05,1.84E-05,2.27E-05,#N/A,#N/A
YHL013C,2.25E-05,2.25E-05,2.40E-05,1.90E-05,1.17E-05,1.53E-05,#N/A,#N/A
YHL021C,0.000156797,0.00015469,5.97E-05,3.49E-05,2.10E-05,1.08E-05,#N/A,#N/A
YHR003C,9.32E-05,9.75E-05,8.08E-05,7.21E-05,4.47E-05,4.42E-05,#N/A,#N/A
YHR005C,8.45E-05,7.87E-05,6.69E-05,5.86E-05,4.21E-05,4.45E-05,#N/A,#N/A
YHR016C,9.15E-06,1.31E-05,3.35E-06,4.18E-06,3.16E-06,3.96E-06,#N/A,#N/A
YHR041C,3.18E-05,3.04E-05,3.45E-05,2.43E-05,#N/A,#N/A,1.16E-05,1.47E-05
YHR062C,4.98E-05,5.03E-05,4.17E-05,4.10E-05,3.17E-05,3.50E-05,#N/A,#N/A
YHR085W,2.91E-05,3.82E-05,2.92E-05,2.45E-05,1.96E-05,2.52E-05,#N/A,#N/A
YHR148W,5.14E-05,3.86E-05,3.64E-05,3.80E-05,3.27E-05,1.93E-05,2.34E-05,2.35E-05
YHR158C,3.50E-05,4.66E-05,4.41E-05,4.83E-05,3.78E-05,4.06E-05,#N/A,#N/A
YHR188C,2.50E-05,2.98E-05,2.06E-05,2.08E-05,#N/A,#N/A,2.52E-05,2.43E-05
YIL009W,9.04E-06,1.15E-05,1.70E-05,6.48E-06,2.65E-05,2.22E-05,5.33E-06,1.77E-05
YIL010W,#N/A,#N/A,2.29E-05,3.62E-05,4.61E-05,2.12E-05,1.77E-05,1.84E-05
YIL016W,8.74E-05,7.85E-05,7.27E-05,7.73E-05,5.66E-05,6.23E-05,#N/A,#N/A
YIL021W,7.22381E-05,6.76E-05,5.49E-05,4.86E-05,#N/A,#N/A,4.2875E-05,3.37E-05
YIL035C,8.08E-05,7.67E-05,5.63E-05,6.80E-05,4.57E-05,4.23E-05,#N/A,#N/A
YIL048W,3.75E-05,3.68E-05,4.59E-05,3.18E-05,3.66E-05,5.09E-05,#N/A,#N/A
YIL065C,#N/A,#N/A,2.31E-05,2.44E-05,1.56E-05,8.94E-06,1.08E-05,1.58E-05
YIL076W,0.000104613,0.000100353,9.34E-05,9.56E-05,#N/A,#N/A,5.85E-05,6.92E-05
YIL103W,3.57E-05,2.15E-05,2.68E-05,2.85E-05,1.41E-05,2.13E-05,2.09E-05,1.74E-05
YIL104C,3.16E-05,3.08E-05,2.83E-05,2.78E-05,1.43E-05,1.82E-05,#N/A,#N/A
YIL128W,3.49E-05,4.39E-05,4.62E-05,3.64E-05,2.96E-05,3.30E-05,#N/A,#N/A
YIL143C,1.46E-05,2.81E-05,1.41E-05,1.20E-05,9.15E-06,7.44E-06,#N/A,#N/A
YIR003W,4.21E-05,4.18E-05,3.40E-05,2.98E-05,2.19E-05,2.70E-05,#N/A,#N/A
YIR012W,0.000135963,0.000141456,0.000118124,0.000110569,9.32E-05,9.30E-05,#N/A,#N/A
YIR022W,5.08E-05,5.26E-05,#N/A,#N/A,3.33E-05,3.51E-05,3.19E-05,3.00E-05
YJL053W,4.25E-05,4.32E-05,3.69E-05,3.70E-05,2.06E-05,2.30E-05,#N/A,#N/A
YJL061W,7.51E-05,7.06E-05,5.79E-05,6.11E-05,4.87E-05,3.69E-05,#N/A,#N/A
YJL076W,3.79E-05,3.80E-05,3.21E-05,3.04E-05,4.14E-05,4.04E-05,3.77E-05,3.69E-05
YJL115W,6.27E-05,6.34E-05,5.25E-05,5.23E-05,4.37E-05,4.45E-05,#N/A,#N/A
YJL140W,3.03E-05,2.70E-05,3.23E-05,2.85E-05,3.71E-05,3.40E-05,#N/A,#N/A
YJL154C,3.70E-05,4.06E-05,2.59E-05,2.24E-05,1.05E-05,1.18E-05,#N/A,#N/A
YJL172W,7.53E-05,7.69E-05,#N/A,#N/A,5.57E-05,7.74E-05,9.65E-05,9.33E-05
YJL186W,2.87E-05,4.19E-05,5.03E-05,4.62E-05,4.37E-05,4.22E-05,3.88E-05,3.85E-05
YJL201W,1.73E-05,1.60E-05,2.58E-05,1.20E-05,1.59E-05,1.00E-05,1.26E-05,1.06E-05
YJR010C-A,2.57E-05,3.02E-05,2.46E-05,2.08E-05,1.55E-05,1.85E-05,#N/A,#N/A
YJR017C,7.81E-05,9.63E-05,6.64E-05,3.61E-05,#N/A,#N/A,3.75E-05,4.36E-05
YJR025C,3.23E-05,3.50E-05,4.62E-05,3.52E-05,#N/A,#N/A,6.46E-05,6.27E-05
YJR032W,2.69E-05,3.30E-05,3.47E-05,2.94E-05,#N/A,#N/A,1.72E-05,1.79E-05
YJR041C,4.41E-05,6.08E-05,4.88E-05,3.51E-05,1.17E-05,2.44E-05,#N/A,#N/A
YJR042W,4.14E-05,4.73E-05,3.60E-05,3.04E-05,2.71E-05,1.79E-05,#N/A,#N/A
YJR051W,3.72E-05,3.08E-05,2.32E-05,2.19E-05,#N/A,#N/A,1.71E-05,2.08E-05
YJR059W,5.30E-05,4.74E-05,4.31E-05,4.65E-05,3.59E-05,3.53E-05,#N/A,#N/A
YJR070C,0.000116442,0.000119905,0.000219009,0.000131412,0.00019938,0.000176586,0.000247125,0.000289203
YJR085C,1.94E-05,2.55E-05,1.77E-05,2.04E-05,1.74E-05,1.84E-05,#N/A,#N/A
YJR111C,2.50E-05,2.53E-05,2.28E-05,2.06E-05,1.77E-05,1.64E-05,#N/A,#N/A
YJR113C,2.30E-05,2.62E-05,#N/A,#N/A,2.11E-05,2.49E-05,1.04E-05,2.54E-05
YKL024C,1.42E-05,2.03E-05,3.76E-05,2.08E-05,1.95E-05,1.63E-05,2.94E-05,2.49E-05
YKL039W,3.46E-05,3.72E-05,3.98E-05,2.36E-05,3.00E-05,2.65E-05,3.23E-05,3.10E-05
YKL065C,8.80E-05,8.69E-05,7.44E-05,6.77E-05,5.77E-05,5.61E-05,#N/A,#N/A
YKL106W,3.67E-05,3.65E-05,3.53E-05,3.19E-05,2.34E-05,3.06E-05,#N/A,#N/A
YKL110C,3.64E-05,4.12E-05,3.42E-05,2.91E-05,1.61E-05,1.93E-05,#N/A,#N/A
YKL114C,4.68E-05,5.28E-05,4.42E-05,4.17E-05,3.81E-05,3.56E-05,#N/A,#N/A
YKL128C,3.68E-05,3.76E-05,4.09E-05,2.91E-05,2.27E-05,2.17E-05,#N/A,#N/A
YKL135C,3.43E-05,4.42E-05,2.64E-05,2.87E-05,1.66E-05,2.90E-05,#N/A,#N/A
YKL173W,7.81E-05,7.34E-05,7.24E-05,8.15E-05,2.68E-05,2.78E-05,#N/A,#N/A
YKL179C,3.09E-05,2.55E-05,3.18E-05,2.73E-05,1.94E-05,2.39E-05,#N/A,#N/A
YKL205W,5.72E-05,6.08E-05,2.94E-05,2.51E-05,1.70E-05,1.63E-05,#N/A,#N/A
YKR024C,1.76E-05,1.34E-05,2.05E-05,1.65E-05,2.32E-05,1.86E-05,1.76E-05,2.01E-05
YKR062W,1.34E-05,1.22E-05,1.62E-05,1.17E-05,#N/A,#N/A,1.17E-05,8.44E-06
YKR072C,#N/A,#N/A,1.93E-05,1.74E-05,1.72E-05,1.31E-05,1.20E-05,1.32E-05
YLL010C,1.86E-05,7.59E-06,1.46E-05,1.53E-05,1.18E-05,1.30E-05,#N/A,#N/A
YLL023C,4.09E-05,3.39E-05,2.88E-05,3.26E-05,#N/A,#N/A,1.97E-05,2.27E-05
YLR003C,3.11E-05,2.77E-05,2.63E-05,2.84E-05,2.07E-05,2.30E-05,#N/A,#N/A
YLR009W,5.21E-05,4.71E-05,#N/A,#N/A,6.29E-05,5.41E-05,3.58E-05,4.71E-05
YLR056W,2.48E-05,3.24E-05,3.22E-05,3.05E-05,3.99E-05,4.18E-05,6.30E-05,6.89E-05
YLR090W,5.12E-05,5.50E-05,4.01E-05,2.51E-05,2.92E-05,2.54E-05,#N/A,#N/A
YLR118C,1.78E-05,1.91E-05,1.82E-05,1.70E-05,1.34E-05,1.10E-05,#N/A,#N/A
YLR185W,0.000275062,0.000306747,0.000349033,0.000386886,0.000345922,0.000354193,0.000543075,0.000264758
YLR200W,4.39E-05,3.61E-05,4.95E-05,4.79E-05,5.28E-05,5.37E-05,5.25E-05,4.22E-05
YLR203C,2.39E-05,2.27E-05,#N/A,#N/A,2.13E-05,2.84E-05,3.35E-05,2.14E-05
YLR215C,4.50E-05,3.64E-05,3.64E-05,3.80E-05,2.61E-05,3.11E-05,#N/A,#N/A
YLR225C,9.93E-05,9.34E-05,6.00E-05,6.85E-05,4.16E-05,4.12E-05,#N/A,#N/A
YLR229C,7.75E-05,8.31E-05,5.98E-05,6.68E-05,#N/A,#N/A,5.80E-05,5.41E-05
YLR248W,3.01E-05,2.96E-05,3.08E-05,3.07E-05,2.83E-05,2.80E-05,#N/A,#N/A
YLR262C,6.82E-05,6.62E-05,#N/A,#N/A,6.60E-05,5.17E-05,2.57E-05,3.70E-05
YLR305C,6.44E-05,6.55E-05,5.35E-05,4.73E-05,1.05E-05,1.91E-05,#N/A,#N/A
YLR321C,2.18E-05,2.85E-05,2.38E-05,2.45E-05,1.66E-05,1.85E-05,#N/A,#N/A
YLR324W,2.34E-05,1.76E-05,1.77E-05,1.52E-05,1.40E-05,1.98E-05,#N/A,#N/A
YLR336C,1.53E-05,1.66E-05,1.43E-05,1.92E-05,1.39E-05,1.35E-05,#N/A,#N/A
YLR357W,3.48E-05,3.87E-05,3.09E-05,2.49E-05,1.99E-05,1.25E-05,#N/A,#N/A
YLR372W,0.000120942,9.55E-05,9.51E-05,9.54E-05,#N/A,#N/A,0.000111729,0.00010235
YLR373C,1.91E-05,1.43E-05,1.22E-05,1.25E-05,#N/A,#N/A,8.91E-06,4.40E-06
YLR378C,0.000111022,0.000123334,8.98E-05,9.47E-05,8.36E-05,0.000106692,0.000106695,0.000116512
YLR380W,5.23E-05,5.66E-05,4.96E-05,5.04E-05,#N/A,#N/A,5.73E-05,5.42E-05
YLR387C,#N/A,#N/A,7.18E-05,6.90E-05,5.06E-05,4.42E-05,3.19E-05,3.46E-05
YLR396C,1.63E-05,2.97E-05,1.41E-05,1.90E-05,1.07E-05,9.64E-06,#N/A,#N/A
YLR399C,1.97E-05,4.16E-05,2.49E-05,4.02E-05,2.27E-05,2.92E-05,#N/A,#N/A
YLR413W,4.73E-05,4.67E-05,4.84E-05,4.18E-05,3.31E-05,2.69E-05,#N/A,#N/A
YLR438W,2.67E-05,2.71E-05,1.61E-05,1.58E-05,#N/A,#N/A,1.95E-05,2.95E-05
YML004C,4.34E-05,4.50E-05,3.48E-05,4.57E-05,2.48E-05,3.45E-05,#N/A,#N/A
YML016C,3.58E-05,3.44E-05,2.57E-05,1.76E-05,1.20E-05,1.60E-05,#N/A,#N/A
YML017W,#N/A,#N/A,4.24E-05,4.11E-05,3.74E-05,3.05E-05,2.05E-05,2.68E-05
YML031W,3.03E-05,2.59E-05,2.16E-05,2.33E-05,2.19329E-05,1.65E-05,#N/A,#N/A
YML034W,3.13E-05,2.94E-05,2.97E-05,2.58E-05,1.86E-05,2.04E-05,#N/A,#N/A
YML055W,5.62E-05,5.15E-05,4.32E-05,4.53E-05,3.80E-05,3.84E-05,3.20E-05,3.10E-05
YML094W,3.35E-05,6.57E-05,6.58E-05,4.92E-05,4.63E-05,3.03E-05,#N/A,#N/A
YML115C,2.21E-05,2.06E-05,1.30E-05,1.69E-05,#N/A,#N/A,1.87E-05,1.52E-05
YML131W,9.02E-05,0.00010059,5.38E-05,6.04E-05,4.28E-05,4.13E-05,#N/A,#N/A
YMR004W,4.11E-05,4.31E-05,3.46E-05,3.03E-05,1.86E-05,1.23E-05,#N/A,#N/A
YMR061W,0.000314502,8.56E-05,7.00E-05,0.000157068,3.90E-05,0.000366256,#N/A,#N/A
YMR076C,5.28E-05,5.26E-05,4.42E-05,3.17E-05,2.61E-05,1.18E-05,#N/A,#N/A
YMR086W,1.27E-05,1.42E-05,1.58E-05,1.51E-05,1.31E-05,1.04E-05,1.30E-05,1.36E-05
YMR089C,2.61E-05,4.08E-05,3.58E-05,2.96E-05,2.69E-05,3.18E-05,2.07E-05,2.97E-05
YMR105C,#N/A,#N/A,1.63E-05,1.06E-05,2.30E-05,6.75E-06,5.80E-05,2.38E-05
YMR113W,4.18E-05,3.94E-05,2.79E-05,2.82E-05,1.94E-05,1.57E-05,#N/A,#N/A
YMR115W,2.04E-05,1.88E-05,1.75E-05,1.70E-05,1.31E-05,1.25E-05,#N/A,#N/A
YMR212C,1.99E-05,1.47E-05,#N/A,#N/A,1.25E-05,1.28E-05,1.18E-05,1.52E-05
YMR243C,5.78E-05,5.48E-05,5.81E-05,5.77E-05,6.65E-05,6.24E-05,7.29E-05,7.52E-05
YMR264W,2.12E-05,2.33E-05,#N/A,#N/A,2.21E-05,2.10E-05,1.50E-05,1.75E-05
YMR277W,1.87E-05,1.46E-05,1.09E-05,1.18E-05,#N/A,#N/A,3.79E-06,8.65E-06
YNL022C,1.79E-05,2.09E-05,1.50E-05,1.53E-05,1.42E-05,1.30E-05,#N/A,#N/A
YNL035C,7.77E-05,5.83E-05,6.83E-05,4.66E-05,4.64E-05,1.66E-05,#N/A,#N/A
YNL090W,3.44E-05,2.82E-05,2.56E-05,2.86E-05,#N/A,#N/A,2.30E-05,2.87E-05
YNL108C,2.76E-05,3.24E-05,4.39E-05,3.04E-05,#N/A,#N/A,2.39E-05,2.17E-05
YNL119W,1.74E-05,4.04E-05,#N/A,#N/A,1.35E-05,1.34E-05,1.28E-05,1.08E-05
YNL141W,3.78E-05,4.68E-05,7.09E-05,4.10E-05,#N/A,#N/A,6.26E-05,6.95E-05
YNL166C,3.48E-05,3.22E-05,3.51E-05,3.70E-05,3.85E-05,3.77E-05,3.04E-05,3.76E-05
YNL168C,6.98E-05,6.94E-05,5.34E-05,5.39E-05,4.26E-05,3.29E-05,#N/A,#N/A
YNL183C,#N/A,#N/A,3.25E-05,2.42E-05,2.95E-05,2.10E-05,3.30E-05,2.78E-05
YNL185C,4.22E-05,3.94E-05,#N/A,#N/A,2.90E-05,4.19E-05,2.86E-05,3.10E-05
YNL186W,3.49E-05,2.27E-05,2.91E-05,2.58E-05,2.25E-05,2.64E-05,#N/A,#N/A
YNL221C,1.89E-05,1.69E-05,1.60E-05,1.69E-05,1.06E-05,1.07E-05,9.14E-06,1.01E-05
YNL229C,4.48E-05,4.10E-05,3.71E-05,3.21E-05,3.23E-05,2.74E-05,#N/A,#N/A
YNL240C,#N/A,#N/A,1.42E-05,3.31E-05,3.23E-05,1.42453E-05,1.63E-05,1.97E-05
YNL251C,2.77E-05,2.67E-05,2.11E-05,1.84E-05,#N/A,#N/A,1.44E-05,1.78E-05
YNL262W,2.85E-05,1.45E-05,1.43E-05,1.44E-05,1.25E-05,1.04E-05,#N/A,#N/A
YNL267W,4.39E-05,4.04E-05,3.80E-05,4.00E-05,3.01E-05,3.09E-05,#N/A,#N/A
YNL268W,#N/A,#N/A,5.01E-05,4.68E-05,4.39E-05,3.97E-05,3.90E-05,4.31E-05
YNL274C,0.000106323,8.68E-05,2.35E-05,4.58E-05,2.02E-05,2.28E-05,#N/A,#N/A
YNL284C,1.25E-05,1.90E-05,1.74E-05,1.74E-05,1.64E-05,2.37E-05,#N/A,#N/A
YNL292W,6.00E-05,4.71E-05,4.39E-05,4.94E-05,#N/A,#N/A,3.71E-05,2.90E-05
YNL297C,6.82E-05,9.13E-05,5.61E-05,4.28E-05,1.97E-05,1.97E-05,#N/A,#N/A
YNL316C,3.11E-05,3.19E-05,2.68E-05,2.69E-05,2.12E-05,2.00E-05,#N/A,#N/A
YNL323W,2.86E-05,3.37E-05,3.04E-05,3.64E-05,3.19E-05,2.87E-05,#N/A,#N/A
YNL330C,4.40E-05,3.88E-05,3.00E-05,3.12E-05,2.68E-05,2.05E-05,#N/A,#N/A
YNR006W,6.63E-05,5.55E-05,4.19E-05,4.95E-05,3.03E-05,2.36E-05,#N/A,#N/A
YNR026C,6.21E-05,5.69E-05,4.18E-05,4.03E-05,#N/A,#N/A,2.38E-05,2.42E-05
YNR029C,4.73E-05,6.58E-05,4.13E-05,4.12E-05,1.48E-05,1.05E-05,#N/A,#N/A
YOL005C,5.76E-05,6.99E-05,5.01E-05,6.41E-05,4.42E-05,5.20E-05,4.07E-05,3.93E-05
YOL006C,5.96E-05,4.71E-05,4.07E-05,4.74E-05,3.38E-05,2.86E-05,#N/A,#N/A
YOL012C,2.78E-05,3.03E-05,3.26E-05,3.48E-05,3.51E-05,3.60E-05,3.21E-05,3.80E-05
YOL124C,4.58E-05,5.61E-05,3.86E-05,4.13E-05,#N/A,#N/A,4.19E-05,3.81E-05
YOL140W,9.82E-05,9.42E-05,0.000111989,0.000123061,0.000154073,0.000164806,0.000225638,0.000158561
YOL142W,9.74E-05,7.27E-05,5.35E-05,4.05E-05,4.75E-05,3.90E-05,#N/A,#N/A
YOL143C,#N/A,#N/A,5.39E-05,4.83E-05,4.68E-05,4.94E-05,4.23E-05,5.09E-05
YOL144W,1.85E-05,1.99E-05,#N/A,#N/A,1.93E-05,1.86E-05,1.37E-05,1.65E-05
YOR039W,4.73E-05,4.99E-05,4.19E-05,4.70E-05,3.29E-05,3.61E-05,2.32E-05,3.10E-05
YOR057W,3.34E-05,4.53E-05,3.49E-05,2.87E-05,2.45E-05,2.51E-05,#N/A,#N/A
YOR078W,#N/A,#N/A,2.56E-05,2.78E-05,2.27E-05,2.32E-05,1.90E-05,2.19E-05
YOR085W,3.61E-05,3.84E-05,#N/A,#N/A,3.10E-05,3.76E-05,2.84E-05,3.49E-05
YOR094W,2.90E-05,2.29E-05,#N/A,#N/A,1.47E-05,1.36E-05,1.03E-05,1.18E-05
YOR101W,2.05E-05,2.28E-05,2.43E-05,2.29E-05,3.13E-05,2.79E-05,3.02E-05,3.12E-05
YOR123C,1.64E-05,1.51E-05,1.40E-05,1.88E-05,1.37E-05,1.57E-05,#N/A,#N/A
YOR138C,3.12E-05,4.20E-05,3.46E-05,3.01E-05,1.79E-05,1.43E-05,#N/A,#N/A
YOR160W,5.00E-05,4.02E-05,4.13E-05,3.24E-05,8.42E-06,9.62E-06,#N/A,#N/A
YOR196C,2.21E-05,1.84E-05,2.03E-05,2.52E-05,#N/A,#N/A,1.46E-05,1.71E-05
YOR211C,2.02E-05,2.23E-05,2.42E-05,2.25E-05,1.69E-05,1.58E-05,#N/A,#N/A
YOR217W,4.82E-05,4.29E-05,3.46E-05,3.74E-05,2.19E-05,1.25E-05,#N/A,#N/A
YOR221C,4.82E-05,5.09E-05,2.95E-05,2.93E-05,1.28E-05,1.39E-05,#N/A,#N/A
YOR239W,5.75E-05,4.59E-05,7.72E-05,7.74E-05,9.69E-05,7.30E-05,6.90E-05,6.80E-05
YOR253W,2.62E-05,3.47E-05,2.69E-05,2.50E-05,1.95E-05,2.92E-05,#N/A,#N/A
YOR304W,1.10E-05,8.96E-06,9.69E-06,1.66E-05,8.64E-06,8.27E-06,#N/A,#N/A
YPL001W,8.77E-05,8.42E-05,5.32E-05,6.16E-05,2.38E-05,2.33E-05,#N/A,#N/A
YPL010W,5.01E-05,4.74E-05,4.84E-05,5.46E-05,4.66E-05,4.69E-05,4.24E-05,3.38E-05
YPL023C,6.17E-05,5.93E-05,5.59E-05,4.72E-05,2.80E-05,2.04E-05,#N/A,#N/A
YPL049C,3.34E-05,2.67E-05,2.35E-05,3.66E-05,1.94E-05,2.12E-05,#N/A,#N/A
YPL058C,1.10E-05,1.39E-05,1.80E-05,1.58E-05,#N/A,#N/A,8.62E-06,9.84E-06
YPL116W,1.53E-05,1.48E-05,1.85E-05,1.76E-05,1.56E-05,1.55E-05,#N/A,#N/A
YPL125W,4.18E-05,4.37E-05,4.04E-05,3.19E-05,2.72E-05,2.96E-05,#N/A,#N/A
YPL129W,9.66E-05,8.76E-05,9.01E-05,8.89E-05,6.46E-05,6.25E-05,#N/A,#N/A
YPL178W,4.06E-05,3.96E-05,3.48E-05,4.05E-05,3.58E-05,4.30E-05,#N/A,#N/A
YPL188W,4.17E-05,4.37E-05,3.26E-05,3.40E-05,2.56E-05,2.24E-05,#N/A,#N/A
YPL232W,7.34E-05,4.75E-05,5.32E-05,3.38E-05,#N/A,#N/A,2.79E-05,3.99E-05
YPR060C,0.000181106,0.000183979,0.000164821,0.000185152,0.000126492,0.000123358,#N/A,#N/A
YPR062W,4.93E-05,3.64E-05,4.73E-05,4.65E-05,#N/A,#N/A,4.33E-05,3.40E-05
YPR091C,4.00E-05,3.84E-05,2.48E-05,2.38E-05,2.39E-05,1.52E-05,#N/A,#N/A
YPR097W,3.42E-05,3.54E-05,2.32E-05,2.50E-05,1.59E-05,1.49E-05,#N/A,#N/A
YPR125W,3.50E-05,4.33E-05,4.01E-05,4.94E-05,#N/A,#N/A,3.52E-05,3.01E-05
YPR143W,1.37E-05,1.73E-05,1.87E-05,1.64E-05,1.25E-05,2.58E-05,1.86E-05,2.01E-05
YAL017W,7.19E-06,4.81E-06,1.15E-05,4.53E-06,#N/A,#N/A,#N/A,#N/A
YAL026C,1.83E-05,1.48E-05,#N/A,#N/A,#N/A,#N/A,3.44E-06,9.10E-06
YAL044C,7.40E-05,6.99E-05,#N/A,#N/A,5.66E-05,5.96E-05,7.30E-05,8.11E-05
YBL035C,3.47E-05,2.26E-05,2.89E-05,3.80E-05,#N/A,#N/A,#N/A,#N/A
YBL040C,#N/A,#N/A,2.57E-05,2.94E-05,2.85E-05,3.40E-05,#N/A,#N/A
YBL055C,2.51E-05,1.63E-05,8.63E-06,1.41E-05,#N/A,#N/A,#N/A,#N/A
YBL102W,1.69E-05,1.51E-05,1.43E-05,1.50E-05,#N/A,#N/A,#N/A,#N/A
YBR002C,8.63E-06,1.19E-05,8.89E-06,8.43E-06,#N/A,#N/A,#N/A,#N/A
YBR014C,#N/A,#N/A,1.15E-05,1.47E-05,1.03E-05,1.13E-05,#N/A,#N/A
YBR053C,3.10E-05,3.02E-05,1.98E-05,2.10E-05,#N/A,#N/A,#N/A,#N/A
YBR073W,1.67E-05,1.89E-05,#N/A,#N/A,1.58E-05,1.52E-05,1.15E-05,1.55E-05
YBR082C,6.26E-05,6.10E-05,9.01E-05,6.13E-05,3.24E-05,2.62E-05,#N/A,#N/A
YBR096W,#N/A,#N/A,4.12E-05,3.23E-05,2.87E-05,3.55E-05,#N/A,#N/A
YBR102C,2.87E-05,2.29E-05,2.05E-05,1.99E-05,#N/A,#N/A,#N/A,#N/A
YBR103W,1.57E-05,1.75E-05,1.60E-05,1.82E-05,#N/A,#N/A,#N/A,#N/A
YBR162C,#N/A,#N/A,#N/A,#N/A,3.07E-05,3.24E-05,3.91E-05,2.35E-05
YBR200W,1.30E-05,1.05E-05,#N/A,#N/A,1.14E-05,1.48E-05,6.49E-06,9.19E-06
YBR244W,4.43E-06,5.85E-06,#N/A,#N/A,#N/A,#N/A,8.67E-06,9.28E-06
YCL001W,#N/A,#N/A,#N/A,#N/A,3.12E-05,3.55E-05,3.03E-05,2.98E-05
YCL014W,6.96E-06,6.44E-06,3.72E-06,5.67E-06,7.81E-06,7.01E-06,#N/A,#N/A
YCL018W,#N/A,#N/A,0.000132128,0.000134627,0.000216982,0.00018036,0.000258958,0.000176974
YCL026C-B,2.72E-05,2.60E-05,1.98E-05,2.32E-05,#N/A,#N/A,#N/A,#N/A
YCR027C,1.42E-05,1.68E-05,#N/A,#N/A,1.55E-05,9.54E-06,#N/A,#N/A
YDL010W,2.39E-05,2.30E-05,#N/A,#N/A,1.78E-05,1.64E-05,#N/A,#N/A
YDL065C,2.77E-05,2.33E-05,#N/A,#N/A,#N/A,#N/A,1.09E-05,1.07E-05
YDL101C,7.30E-05,7.11E-05,4.94E-05,5.00E-05,#N/A,#N/A,#N/A,#N/A
YDL108W,3.69E-05,3.09E-05,2.49E-05,2.40E-05,#N/A,#N/A,#N/A,#N/A
